51|2015-03-28 06:12:15|2015-10-19 02:53:50|but|50|0||0
52|2015-03-28 06:12:26|2015-10-19 02:53:50|ogala oogala|51|0||0
53|2015-03-28 06:12:42|2015-10-19 02:53:50|boob|52|0||0
54|2015-03-28 06:13:46|2016-03-31 00:49:47|and fall over wailing|5|1||0
55|2015-03-28 06:14:44|2015-11-04 02:33:03|Die|1|0||0
56|2015-03-28 06:15:15|2016-06-25 00:41:05|am i a hamburgere?|1|3||0
57|2015-03-28 06:16:03|2016-04-04 17:38:22|the dolphin is the way of there spider|1|1||0
58|2015-03-28 06:18:54|2015-11-04 02:25:04|then the dolphin eats the spider|57|0||0
59|2015-03-28 06:18:57|2015-10-26 20:08:47|and then pukes|58|0||0
60|2015-03-28 06:19:03|2015-10-26 20:08:47|and then dolphin is dead|59|0||0
61|2015-03-28 06:19:07|2015-10-26 20:08:47|poor dolphin|60|0||0
62|2015-03-28 06:19:12|2015-10-26 20:08:47|now we eat dolphin|61|0||0
63|2015-03-28 06:19:16|2015-10-26 20:08:47|fat spider family|62|0||0
64|2015-03-28 06:19:25|2015-10-26 20:08:47|small sacrifice for small gains|63|0||0
65|2015-04-03 08:33:24|2015-11-04 02:24:32|asdasdasd|49|0||0
66|2015-04-03 09:05:28|2015-08-05 20:47:59|Until I cease to grow|28|0||0
67|2015-04-03 22:10:43|2015-12-07 03:06:19|Lamp|1|0||0
68|2015-04-03 22:12:11|2016-04-05 02:32:37|Takes you by the scruff of your collar and|10|0||0
69|2015-04-03 23:26:21|2015-08-05 20:47:59|back|66|0||0
70|2015-04-03 23:36:58|2016-03-31 00:49:47|Why do my grandchildren never help milk the cows anymore?|54|1||0
71|2015-04-03 23:39:10|2016-03-31 00:49:47|These poor cows, so neglected|70|0||0
72|2015-04-03 23:42:16|2015-08-05 00:15:39|both muddy brown|31|0||0
73|2015-04-03 23:43:16|2015-10-23 18:55:49|Cough|1|0||0
74|2015-05-07 21:36:35|2016-03-31 00:49:43|The badger stares you down sternly|7|5||0
75|2015-05-07 21:36:54|2015-10-28 20:30:34|long enough for you to wilt an appropriate amount|74|1||0
76|2015-05-07 21:37:15|2015-12-24 05:50:24|nope.|56|1||0
77|2015-05-07 21:37:35|2016-06-25 00:41:05|wer is mi lettoos???|56|1||0
78|2015-05-08 01:04:16|2016-03-30 23:20:12|That's ok, we don't have to sequester ourselves |49|5||0
79|2015-05-08 01:12:23|2015-10-28 20:30:33|which is, in this case, to the floor|75|1||0
80|2015-05-08 01:12:32|2015-10-28 20:30:32|where you puddle for several hours|79|0||0
81|2015-05-08 03:16:38|2015-11-04 02:12:35|The tree stares back|7|0||0
82|2015-05-08 03:25:50|2015-08-05 00:15:39|And dinner is served|6|0||0
83|2015-05-08 03:26:02|2015-08-05 00:15:39|Repeat|55|0||0
84|2015-05-08 07:04:18|2015-12-27 01:07:32|Tickling is never as fun as it's made out to be|1|1||0
85|2015-05-08 07:05:21|2015-12-27 01:07:32|Hold my hand|84|0||0
86|2015-05-08 07:05:38|2015-12-11 03:49:52|I can't see the bottom and the fish are terrifying|85|0||0
87|2015-05-08 07:06:27|2015-12-11 03:49:52|This is the denote my grandparents washed themselves in|86|0||0
88|2015-05-08 07:06:36|2015-08-05 00:15:39|and their grandparents|87|0||0
89|2015-05-08 07:07:09|2015-08-05 00:15:39|and whatever forest creature spawned them|88|0||0
90|2015-05-08 07:09:21|2015-08-05 00:15:39|I assume the bottom, if there is one, is covered in bones|89|0||0
91|2015-05-08 07:11:31|2016-03-30 23:20:12|But here in the oasis, we are safe|78|2||0
92|2015-05-08 07:24:09|2016-01-08 03:19:21|safe from the bees|91|1||0
93|2015-05-08 07:33:41|2015-10-19 03:17:40|but I don'|74|0||0
94|2015-05-08 07:33:53|2015-08-05 00:15:39| take shit from badgers anymore|93|0||0
95|2015-05-08 07:35:31|2015-08-05 00:15:39|a quick slap on the belly and the badger is suitably shamed|94|0||0
96|2015-05-08 07:36:22|2015-08-05 00:15:39|shame being the crux of a badger's proud existence|95|0||0
97|2015-05-08 07:46:12|2015-10-19 03:19:06|normally this would't phase me|81|0||0
98|2015-05-08 07:47:27|2015-10-19 03:19:03|after nearly being choked out of existence by a wishbone|97|0||0
99|2015-05-08 07:47:33|2015-10-19 03:19:03|in my chicken soup though,|98|0||0
100|2015-05-08 07:47:42|2015-10-19 03:19:03|I'm feeling a little ruffled|99|0||0
101|2015-05-08 07:47:48|2015-10-19 03:19:03|In the feathers that is|100|0||0
102|2015-05-08 23:23:24|2016-01-08 03:19:21|The oasis is mostly just the wreckage of some old boeing|92|2||0
103|2015-05-08 23:24:21|2016-01-08 03:19:21|The metal blocks out some of the sun, |102|1||0
104|2015-05-08 23:24:29|2016-01-08 03:19:21|protects from the wind|103|1||0
105|2015-05-08 23:24:59|2016-01-08 03:19:21|Rusty bowls collect flash showers|104|1||0
106|2015-05-08 23:25:15|2016-01-08 03:19:21|It's a post-societal utopia|105|1||0
107|2015-05-08 23:41:03|2016-01-08 03:19:21|Complete with comics some former kid brought with them on the flight|106|2||0
108|2015-05-08 23:42:38|2016-01-08 03:19:21|Isabel looks at me, miserable|107|3||0
109|2015-05-08 23:42:54|2016-01-08 03:19:21|although I came here by choice,|108|1||0
110|2015-05-08 23:43:05|2015-08-05 01:04:24|she's here out of desperation|109|0||0
111|2015-05-08 23:43:20|2015-08-05 01:04:24|I'm not entirely sure what kind of desperation|110|0||0
112|2015-05-08 23:43:29|2015-08-05 01:04:24|where it comes from|111|0||0
113|2015-05-08 23:43:52|2015-08-05 01:04:24|but it it's obviously dragging her around by the heart|112|0||0
114|2015-05-09 01:32:00|2015-08-05 00:15:39|and death shortly follows.|6|0||0
115|2015-05-09 01:33:26|2015-08-05 00:15:39|the sentence never ends it will continue on and on and on and on and on and on a|114|0||0
116|2015-05-09 01:42:45|2016-06-25 00:40:51|Sneeze|1|0||0
117|2015-05-12 20:29:08|2015-08-05 00:15:39|Let go of the rest|116|0||0
118|2015-05-15 02:25:24|2015-08-05 01:09:11|You've met men like him before|12|0||0
119|2015-05-15 02:25:30|2015-08-05 00:15:39|the careless with their saliva|118|0||0
120|2015-05-17 02:55:31|2016-01-15 10:35:00|Hold your breath|1|0||0
121|2015-05-19 00:26:19|2015-10-19 03:18:58|but today I had yet to eat my breakfast.|97|0||0
122|2015-05-19 00:32:27|2015-10-19 03:18:58|:(|121|0||0
123|2015-05-21 02:02:59|2016-04-05 02:32:37|kisses through you|68|0||0
124|2015-05-21 02:05:05|2015-10-10 06:48:52|Out and in|1|0||0
125|2015-05-28 16:07:02|2015-10-23 18:55:49|sigh|73|0||0
126|2015-05-28 16:11:13|2015-08-05 00:15:39|"por que?" whispers the maid|17|0||0
127|2015-05-28 16:11:22|2015-08-05 00:15:39|you have no answers|126|0||0
128|2015-06-03 22:50:22|2015-12-27 01:08:02|what happens if you input text|116|0||0
129|2015-06-04 15:39:38|2016-01-08 03:19:21|she's lost|109|4||0
130|2015-06-04 20:08:31|2015-10-02 04:40:16|a pea-shooting 5 year old|9|0||0
131|2015-06-05 04:11:28|2015-11-03 22:00:16|breath|1|1||0
132|2015-06-05 04:11:33|2015-10-26 00:42:40|death|131|0||0
133|2015-06-05 04:11:36|2015-10-26 00:42:39|need|132|0||0
134|2015-06-05 04:12:10|2015-08-05 00:15:39|and on and on and on|115|0||0
135|2015-06-05 04:12:18|2015-12-27 01:07:13|achoo|1|2||0
136|2015-06-05 05:20:07|2015-08-05 00:15:39|the air as the |35|0||0
137|2015-06-05 05:20:11|2015-08-05 00:15:39|eyes can reach |136|0||0
138|2015-06-05 05:20:20|2015-08-05 00:15:39|can i find old |137|0||0
139|2015-06-05 05:20:24|2015-08-05 00:15:39|you on the |138|0||0
140|2015-06-05 05:20:45|2015-08-05 00:15:39|hanging on the old goose |139|0||0
141|2015-06-05 05:21:08|2015-08-05 00:15:39|gay old man |72|0||0
142|2015-06-05 05:21:15|2015-08-05 00:15:39|for a woman man |141|0||0
143|2015-06-05 05:21:55|2015-08-05 00:15:39|down on the |72|0||0
144|2015-06-05 05:22:28|2015-08-05 00:15:39|floor, trying to avoid each other's gazes|143|0||0
145|2015-06-05 05:22:46|2015-08-05 00:15:39|brown hair , blue eyes |144|0||0
146|2015-06-05 05:24:02|2015-08-05 00:15:39|only have eyes for you |145|0||0
147|2015-06-05 12:49:29|2016-02-08 01:06:28|a study of the |9|0||0
148|2015-06-05 12:49:35|2016-02-08 01:06:28|the hands of just |147|0||0
149|2015-06-05 12:50:06|2016-02-08 01:06:28|the cutest little voles|148|0||0
150|2015-06-07 04:25:21|2015-08-05 00:15:39|Shade|67|0||0
151|2015-06-07 04:26:56|2015-08-05 00:15:39|Fade|67|0||0
152|2015-06-07 04:27:23|2016-01-15 10:35:00|Explode|120|0||0
153|2015-06-07 04:27:59|2015-06-07 04:27:59|Plague|73|0||0
154|2015-06-07 06:31:09|2015-12-02 19:51:55|Outhale|1|0||0
155|2015-06-07 06:36:10|2015-08-05 22:30:06|Undie|55|0||0
156|2015-06-07 06:37:58|2015-10-26 00:42:39|all of it|133|0||0
157|2015-06-07 06:38:39|2015-12-07 03:06:19|Braid|67|0||0
158|2015-06-07 06:39:03|2015-12-07 03:06:49|Ex|1|0||0
159|2015-06-07 06:40:51|2015-06-07 06:40:51|In and Out|124|0||0
160|2015-06-07 06:41:31|2016-06-25 00:41:05|where ice mi boorger??!|77|1||0
161|2015-06-07 06:42:03|2015-12-07 16:36:02|Religion|48|0||0
162|2015-06-07 06:43:11|2015-11-03 22:01:06|safe from ourselves|91|0||0
163|2015-06-07 06:43:42|2015-11-03 22:01:06|our enemy numero uno|162|0||0
164|2015-06-07 06:45:58|2015-10-19 03:47:57|she reminds you of your fourth grade grammarian|74|0||0
165|2015-06-07 06:46:44|2015-10-19 03:47:53|the one who use to bribe the kids into massaging her feet|164|0||0
166|2015-06-07 06:48:52|2015-10-28 20:30:31|attracting earth worms, water skeeters and the ilk|80|2||0
167|2015-06-07 06:52:29|2015-10-19 03:17:40|like eye contact much no more|93|0||0
168|2015-06-07 06:54:17|2015-11-04 02:12:35|with those wooden eyes|81|0||0
169|2015-06-07 06:59:25|2015-11-03 22:12:15|You burn trees|7|0||0
170|2015-06-07 07:00:42|2015-08-05 00:15:39|unholy ash|168|0||0
171|2015-06-07 07:01:33|2015-08-05 00:15:39|smoky and sultry|170|0||0
172|2015-06-07 07:02:33|2015-06-07 07:02:33|pollen oozing off it's boughs|171|0||0
173|2015-06-07 16:38:36|2015-08-05 01:25:16|congesting, devouring, eroding|21|0||0
174|2015-06-07 16:59:24|2015-08-05 01:04:24|and it's pretty gross|113|0||0
175|2015-06-07 18:24:01|2016-03-31 00:56:43|not even a turtle's|11|0||0
176|2015-06-07 18:24:55|2015-10-21 16:27:39|From years in the alpaca pit|25|0||0
177|2015-06-07 18:27:47|2015-11-02 17:29:05|and you're especially violent about it|84|1||0
178|2015-06-07 18:28:35|2015-08-07 01:42:21|the forrest fills|152|0||0
179|2015-06-07 18:29:06|2015-08-07 01:42:21|with the whooshing sound of air escaping my lungs|178|0||0
180|2015-06-07 18:29:35|2015-08-05 20:47:18|lungs now inside out|179|0||0
181|2015-06-07 18:31:22|2015-11-06 17:26:22|"Trees cut you down"|7|0||0
182|2015-06-07 18:31:56|2015-08-05 00:15:39|big things, small things|12|0||0
183|2015-06-07 18:32:15|2015-08-05 00:15:39|short things, tall things|182|0||0
184|2015-06-07 18:35:38|2016-03-31 00:49:43|over his half moon glasses|74|1||0
185|2015-06-07 18:36:16|2016-03-31 00:49:43|moons reminding you of your first love|184|1||0
186|2015-06-07 18:37:32|2015-11-04 02:12:35|the knots in it's trunk tightening|168|0||0
187|2015-06-07 18:37:51|2015-11-04 02:12:35|It's boughs dipping lower towards me|186|0||0
188|2015-06-07 18:42:55|2015-10-26 20:08:20|and then he's frozen|33|0||0
189|2015-06-07 18:44:00|2016-03-31 00:49:43|your first love being the moon|185|2||0
190|2015-06-07 18:45:33|2016-03-31 00:49:43|But the badger is still staring|189|2||0
191|2015-06-07 18:46:49|2016-03-31 00:49:43|He passes you the blunt|190|2||0
192|2015-06-07 21:35:37|2015-10-26 00:33:17|"I don't burn trees"|191|2||0
193|2015-06-07 21:37:32|2015-08-05 00:15:39|the sloth with their words|119|0||0
194|2015-06-07 21:37:50|2015-08-05 00:15:39|the short|193|0||0
195|2015-06-07 21:39:54|2015-10-26 00:42:16|He's really not all that bad|10|0||0
196|2015-06-07 21:40:52|2015-10-26 00:42:16|Mostly he's just racist and hateful because he feels he has to be|195|0||0
197|2015-06-07 21:42:01|2015-08-05 01:04:24|I can't stand the sentiment of it|174|0||0
198|2015-06-07 22:21:09|2015-10-19 02:53:31|Get Ripped|1|0||0
199|2015-06-07 23:10:25|2016-06-25 00:40:51|I clean my nose, it's embarrasing|116|0||0
200|2015-06-08 00:13:01|2015-08-05 01:04:24|So we don't hang out much|197|0||0
201|2015-06-08 00:13:22|2015-08-05 01:04:24|even though there isn't really the luxury of avoiding each other|200|0||0
202|2015-06-08 00:13:49|2015-08-05 01:04:24|She knows how to catch birds|201|0||0
203|2015-06-08 00:13:54|2015-08-05 01:04:24|I know how to cook them|202|0||0
204|2015-06-08 00:14:21|2015-08-05 01:04:24|I can lift the hull when it's blown over|203|0||0
205|2015-06-08 00:14:28|2015-08-05 01:04:24|she can engineer it's supports|204|0||0
206|2015-06-08 00:14:42|2015-08-05 01:04:24|She knows medicine better than me|205|0||0
207|2015-06-08 00:14:50|2015-08-05 01:04:24|So we're stuck|206|0||0
208|2015-08-03 04:06:00|2015-12-11 03:46:44|too full of god damn L.I.F.E.|23|0||0
209|2015-08-03 04:20:03|2015-08-05 01:04:24|together|207|0||0
210|2015-08-03 04:28:54|2015-12-11 03:46:42|the kind you find wrapped up at the end of dim-sum|208|1||0
211|2015-08-03 04:29:25|2015-12-11 03:46:42|I could use a lucky dragon these days|210|2||0
212|2015-08-03 14:58:14|2015-08-05 01:04:24|alone|209|0||0
213|2015-08-04 00:53:25|2015-08-05 01:04:12|Or maybe I can't stand it because of the jealousy?|174|0||0
214|2015-08-04 00:54:40|2015-08-05 00:50:10|I should be the answer to that desperation, there's no one else between us here.|213|0||1
215|2015-08-04 01:39:13|2015-08-05 00:15:39|I crush a rat skull under my boot|214|0||2
216|2015-08-04 01:45:29|2016-01-08 03:19:21|she has't said a word in three days,|129|4||2
217|2015-08-04 01:45:37|2016-01-08 03:19:21|no eye contact either|216|3||2
218|2015-08-04 01:49:08|2015-10-27 00:50:25|she follows a carefully delineated path through our little empire, |217|6||2
219|2015-08-04 01:50:48|2015-10-27 00:50:24|eyes drying out on the sand|218|3||2
220|2015-08-04 01:52:40|2015-10-27 00:50:24|her foot prints leave a comfortable pattern behind her though|219|3||2
221|2015-08-04 01:59:59|2015-10-27 00:50:24|until the wind erases her, anyway|220|2||2
222|2015-08-04 02:02:12|2015-10-27 00:50:23|I know it's doing the same to me, increasingly less slowly|221|3||2
223|2015-08-04 02:05:08|2015-10-27 00:50:23|If I stand still long enough|222|6||2
224|2015-08-04 02:05:43|2015-09-10 02:32:18|Ill look like that guy from the indiana jones movie with the cup|222|0||2
225|2015-08-04 02:06:25|2015-10-27 00:50:23|I'll petrify|223|5||2
226|2015-08-04 02:09:19|2015-10-27 00:50:23|When that eventual half-dead outcast makes it over the dunes|225|6||2
227|2015-08-04 02:09:26|2015-10-27 00:50:23|and finds our little oasis,|226|6||2
228|2015-08-04 02:09:44|2015-10-27 00:50:23|I'll play sufi and rub a smudge of dirt onto his forehead|227|4||2
229|2015-08-04 02:10:13|2015-10-26 02:28:15|I'll nod sagely and mumble to myself|228|4||2
230|2015-08-04 02:12:28|2015-08-07 02:13:43|nod sagely and mumble the civ 4 theme song to myself|228|0||2
231|2015-08-04 02:13:29|2015-10-26 02:28:15|the disciple will faint,|229|3||2
232|2015-08-04 02:13:39|2015-08-05 22:31:11|I'll tell myself from enlightenment|229|0||2
233|2015-08-04 02:15:50|2015-10-26 02:28:14|And then here's the tricky part, wrt to my own internal monologue|231|2||2
234|2015-08-04 02:16:23|2015-10-26 02:28:14|do I allow myself cannibalism?|233|2||2
235|2015-08-04 02:16:33|2015-10-23 18:53:09|more importantly, do I share with isabel?|234|2||2
236|2015-08-04 04:39:35|2015-08-05 01:04:24|Chapter 2.|212|0||1
237|2015-08-04 04:44:45|2015-08-05 01:04:24|Swans gag on party balloons every 48 mins|236|0||1
238|2015-08-04 21:58:05|2015-08-05 01:04:24|the party in their throats is of the un-fun variety|237|0||1
239|2015-08-06 01:20:46|2015-11-03 22:28:51|the tree falls|20|0||0
240|2015-08-07 01:39:14|2015-08-07 01:42:21|fweesh|179|0||1
241|2015-08-07 01:41:48|2015-08-07 01:42:21|fwash|240|0||1
242|2015-08-07 01:47:29|2015-08-07 02:06:10|and I'll have a little giggle|231|0||1
243|2015-08-07 01:47:45|2015-08-07 02:06:05|giggles are worth their weight in gold round these parts|242|0||1
244|2015-09-11 03:04:18|2016-06-25 00:41:16|you turn them into paper|7|0||0
245|2015-09-13 20:15:57|2015-12-27 01:09:18|I read the first line of the book|1|2||0
246|2015-09-13 20:16:23|2015-12-27 01:09:17|Once there was a fish,|245|1||0
247|2015-09-13 20:16:33|2015-10-19 03:05:58|then the fish was dead.|246|1||0
248|2015-09-13 20:17:05|2015-12-02 19:51:15|And then remember I can't read|245|4||0
249|2015-09-13 20:17:31|2015-12-27 01:09:17|the fish blew a bubble|246|0||0
250|2015-09-13 20:17:40|2015-12-27 01:09:17|and drank bubble tea|249|0||0
251|2015-09-13 20:17:54|2015-12-27 01:09:09|and lived in a bubble house|250|0||0
252|2015-09-13 20:18:25|2015-09-13 20:18:25|and had a gorgeous bubble bum|251|0||0
253|2015-09-13 20:20:57|2016-01-15 18:58:56|then the fish was dead.|1|6||0
254|2015-09-13 20:21:10|2015-10-21 16:26:11|The End.|253|0||0
255|2015-09-13 20:24:30|2015-09-13 20:24:30|and chewed bubble gum|252|0||0
256|2015-09-13 20:24:50|2015-09-13 20:24:50|on her off hours|255|0||0
257|2015-09-13 20:25:22|2015-09-13 20:25:22|Most days the fish hid under her favourite rock, where anything could happen|256|0||0
258|2015-09-13 20:28:38|2015-09-13 20:28:38|and had an acute phobia of drowning|252|0||0
259|2015-09-13 20:28:55|2015-09-13 20:28:55|the end|258|0||0
260|2015-09-13 20:28:58|2015-09-13 20:28:58|is nigh!|259|0||0
261|2015-09-13 20:29:12|2015-09-13 20:29:12|fish mantras never cease to disappoint these days...|260|0||0
262|2015-09-18 20:20:49|2016-03-30 23:20:12|...not really|91|3||0
263|2015-09-28 04:21:22|2016-05-02 20:58:30|Are you there?|1|0||0
264|2015-09-28 04:21:32|2015-09-28 04:21:32|Can you hear me?|263|0||0
265|2015-09-28 04:22:30|2015-09-28 04:22:30|stomach aches you are|264|0||0
266|2015-09-28 04:22:37|2015-09-28 04:22:37|always aching deep and sore|265|0||0
267|2015-09-28 04:22:46|2015-09-28 04:22:46|aching like ive never ached before|266|0||0
268|2015-09-28 04:22:57|2015-09-28 04:22:57|forgetting the details when it's light out|267|0||0
269|2015-09-28 04:23:04|2015-09-28 04:23:04|and gathering them back under the moon|268|0||0
270|2015-09-28 04:23:10|2015-09-28 04:23:10|so soon i compromise|269|0||0
271|2015-09-28 04:23:29|2015-09-28 04:23:29|a desolate landscape seems more of a prize|270|0||0
272|2015-09-28 04:23:39|2015-09-28 04:23:39|because it's vacancy is naturally defined|271|0||0
273|2015-09-28 04:23:53|2015-09-28 04:23:53|yours feels like a committed crime|272|0||0
274|2015-09-28 04:23:57|2015-09-28 04:23:57|punishment or fine|273|0||0
275|2015-09-28 04:24:02|2015-09-28 04:24:02|so sore|274|0||0
276|2015-09-28 04:24:15|2015-09-28 04:24:15|as if ive known violence before|275|0||0
277|2015-09-28 04:24:23|2015-09-28 04:24:23|i flinch at the rise and fall|276|0||0
278|2015-09-28 04:24:32|2015-09-28 04:24:32|the beat in my body of memory|277|0||0
279|2015-09-28 04:24:40|2015-09-28 04:24:40|the delicate branches of speech|278|0||0
280|2015-09-28 04:24:45|2015-09-28 04:24:45|yearning to breathe|279|0||0
281|2015-09-28 04:24:56|2015-09-28 04:24:56|entangled in dark green weed|280|0||0
282|2015-09-28 04:25:13|2015-09-28 04:25:13|scorching and strangling each seed|281|0||0
283|2015-09-28 04:25:15|2015-09-28 04:25:15|so i ache|282|0||0
284|2015-09-28 04:25:24|2015-09-28 04:25:24|at these battles of skin and mind|283|0||0
285|2015-09-28 04:25:42|2015-09-28 04:25:42| i never want to twirl the sheets around my ankles in anxious pleasure|284|0||0
286|2015-09-28 04:25:54|2015-09-28 04:25:54|or even remember the sheets at all|285|0||0
287|2015-09-28 04:26:08|2015-09-28 04:26:08|or taste vanilla|286|0||0
288|2015-09-28 04:26:15|2015-09-28 04:26:15|smell the rotting leaves of fall|287|0||0
289|2015-09-28 04:26:28|2015-09-28 04:26:28|or dance next to bodies when the bodies are all|288|0||0
290|2015-09-28 04:26:34|2015-09-28 04:26:34|nobodies|289|0||0
291|2015-09-28 04:26:40|2015-09-28 04:26:40|i crawl|290|0||0
292|2015-09-28 04:26:47|2015-09-28 04:26:47|because to walk would mean to say|291|0||0
293|2015-09-28 04:26:53|2015-09-28 04:26:53|im going to leave|292|0||0
294|2015-09-28 04:26:56|2015-09-28 04:26:56|i know the way|293|0||0
295|2015-09-28 04:27:10|2015-09-28 04:27:10|on my knees i don't have to achieve anything|294|0||0
296|2015-09-28 04:27:26|2015-09-28 04:27:26|but to keep my head off the ground in order to breathe|295|0||0
297|2015-09-28 04:27:46|2015-09-28 04:27:46|through heaving lungs, polluted with irrationality|296|0||0
298|2015-09-28 04:27:58|2015-09-28 04:27:58|to indulge in the burn of a closing throat|297|0||0
299|2015-09-28 04:28:08|2015-09-28 04:28:08|that would rather die, than be alone |298|0||0
300|2015-09-30 14:47:50|2015-11-30 03:57:22|Elahni|1|0||0
301|2015-09-30 14:48:13|2015-11-30 03:57:20|The mirror's a little a lot warped from time|300|0||0
302|2015-09-30 19:42:13|2015-10-26 00:42:34|, you are living, right?|131|1||0
303|2015-09-30 19:42:34|2015-09-30 19:42:34|Out|1|0||0
304|2015-09-30 19:48:20|2015-10-10 06:49:21|Up|1|0||0
305|2015-09-30 20:09:37|2016-01-15 18:58:56|...mostly|253|3||0
306|2015-09-30 20:12:44|2016-01-08 03:23:23|99%|253|3||0
307|2015-09-30 20:17:53|2015-12-27 01:09:46|Finished|253|1||0
308|2015-10-02 04:22:43|2015-10-23 18:55:48|it was a cold day|125|0||0
309|2015-10-02 04:22:51|2015-10-23 18:55:48|all was lost|308|0||0
310|2015-10-02 04:24:59|2015-10-19 02:53:30|smoke weed|198|1||0
311|2015-10-02 04:25:30|2015-10-19 02:53:30|DANCE ALL NIGHT|310|0||0
312|2015-10-02 04:25:39|2015-10-19 02:53:29|PARTY TILL YOUR FINGERS BLEED|311|2||0
313|2015-10-02 04:25:43|2015-10-19 02:53:28|WOOT WOOT|312|2||0
314|2015-10-02 04:27:42|2015-10-02 04:27:42|I HIT THE GROUND|240|0||0
315|2015-10-02 04:27:57|2015-10-02 04:27:57|I DIDNT KNWO WHAT TO DO|314|0||0
